Age,Gender,Education,Years_of_Experience,Platforms_Worked,Weekly_Work_Hours,Monthly_Income,Active_Platforms,Top_Challenges,Order_Cancellation_Freq,Confidence_Road_Safety,Training_Interests,Preferred_Learning_Mode,Preferred_Training_Time,Training_Motivation,Mobile_App_Comfort,GPS_Usage_Freq,Follows_Tips_Online,Online_Community_Member,Interested_in_RiderBoost,Recommend_Score,Willingness_to_Pay,Expected_Benefit
25,Female,High School,1,Zomato,56,1560,1,Low pay,Sometimes,1,Fitness and health,Interactive app,Flexible,"Skill-building, Peer competition, Career growth",2,Often,No,Yes,Yes,9,21,Better income
36,Female,College,2,"Other, Zomato",37,3070,1,"Customer complaints, Unsafe conditions",Always,3,"Fitness and health, Safety practices",In-person,Flexible,"Certification, Skill-building, Career growth",5,Always,No,Yes,Yes,9,23,"Health & safety, Fewer complaints"
34,Male,College,2,"Deliveroo, Uber Eats, Other",61,1780,3,"Customer complaints, Unsafe conditions",Always,3,Communication skills,Videos,Flexible,Better income,5,Often,No,Yes,Yes,7,8,Faster delivery
22,Male,High School,1,DoorDash,30,1098,1,"Fatigue, Low pay",Rarely,5,"Safety practices, Route optimization, Customer service, Fitness and health",Audio,Weekends,"Peer competition, Skill-building, Certification",5,Often,No,No,Yes,8,22,"Faster delivery, Health & safety"
31,Male,College,4,"Uber Eats, Other, Zomato",61,1733,1,Low pay,Rarely,2,"Communication skills, Safety practices, Route optimization, Customer service",In-person,Flexible,Certification,1,Always,Yes,Yes,Yes,9,23,"Better income, Fewer complaints"
36,Non-binary,College,4,"Other, Talabat",41,2060,1,Low pay,Always,1,Fitness and health,Interactive app,Flexible,"Peer competition, Skill-building",5,Always,Yes,No,No,5,3,Fewer complaints
17,Male,High School,3,"Deliveroo, Talabat",43,2637,1,"Unsafe conditions, Customer complaints",Always,2,"Customer service, Safety practices, Communication skills, Fitness and health",Audio,Evenings,"Better income, Peer competition",5,Sometimes,Yes,Yes,Yes,6,3,"Social recognition, Health & safety"
34,Female,No schooling,1,"Zomato, DoorDash",26,1505,2,"Customer complaints, Fatigue, Navigation issues",Never,3,"Safety practices, Customer service, Fitness and health, Communication skills",Reading materials,Flexible,"Career growth, Certification",4,Sometimes,Yes,Yes,Yes,7,26,Social recognition
25,Female,No schooling,5,"Uber Eats, Zomato, Talabat",40,1009,3,"Navigation issues, Low pay",Never,3,"Communication skills, Customer service",Interactive app,Mornings,"Career growth, Skill-building, Certification",1,Always,Yes,No,Maybe,10,6,Social recognition
35,Male,High School,6,Zomato,35,2208,1,"Fatigue, Customer complaints, Unsafe conditions",Rarely,1,"Safety practices, Communication skills, Fitness and health, Route optimization",In-person,Weekends,"Career growth, Skill-building, Peer competition",3,Often,No,Yes,Yes,6,30,"Fewer complaints, Social recognition"
24,Male,Graduate Degree,2,"Other, Deliveroo, Talabat",39,1110,3,Customer complaints,Always,3,"Safety practices, Customer service",Audio,Weekends,"Better income, Skill-building",5,Always,No,Yes,Yes,6,12,Fewer complaints
16,Male,High School,2,"Other, Zomato, Uber Eats",44,1582,2,"Low pay, Unsafe conditions",Rarely,3,Communication skills,Interactive app,Weekends,Certification,2,Always,Yes,No,Yes,10,19,"Better income, Social recognition"
17,Female,College,4,Talabat,55,1671,1,"Navigation issues, Low pay",Sometimes,5,"Route optimization, Safety practices, Customer service",Audio,Mornings,Career growth,2,Rarely,Yes,No,No,8,18,"Fewer complaints, Health & safety"
30,Female,High School,2,"Uber Eats, Other, DoorDash",47,1765,2,"Unsafe conditions, Fatigue, Navigation issues",Often,5,Fitness and health,Audio,Flexible,"Peer competition, Better income",5,Often,Yes,Yes,No,10,8,Faster delivery
32,Female,High School,3,"DoorDash, Other",48,2145,2,"Unsafe conditions, Low pay",Never,3,"Route optimization, Communication skills, Customer service",Audio,Weekends,Certification,4,Often,No,Yes,Yes,9,29,"Faster delivery, Fewer complaints"
23,Male,College,4,"Zomato, Other",34,1458,2,"Fatigue, Customer complaints",Sometimes,1,"Fitness and health, Customer service, Communication skills",In-person,Mornings,"Better income, Certification",1,Sometimes,Yes,Yes,Maybe,7,12,"Fewer complaints, Social recognition"
35,Male,College,1,Uber Eats,36,1663,3,"Customer complaints, Fatigue",Rarely,1,"Safety practices, Route optimization, Customer service",Interactive app,Evenings,"Better income, Peer competition",3,Always,Yes,Yes,No,6,16,"Faster delivery, Social recognition"
17,Non-binary,High School,6,"Other, Talabat",63,1793,1,"Unsafe conditions, Low pay, Customer complaints",Often,3,"Customer service, Safety practices",Videos,Flexible,"Career growth, Skill-building",1,Always,No,Yes,Yes,5,0,"Social recognition, Faster delivery"
29,Female,High School,3,DoorDash,38,1875,3,"Fatigue, Customer complaints, Unsafe conditions",Rarely,3,Fitness and health,Videos,Mornings,"Peer competition, Career growth",5,Often,Yes,Yes,No,4,2,Faster delivery
20,Male,No schooling,2,"Deliveroo, DoorDash",62,1849,2,Low pay,Sometimes,4,"Communication skills, Customer service, Fitness and health",In-person,Flexible,Skill-building,4,Often,Yes,Yes,Yes,8,26,"Social recognition, Health & safety"
25,Non-binary,High School,3,"Deliveroo, Zomato, Uber Eats",43,2018,1,"Navigation issues, Fatigue",Sometimes,5,"Route optimization, Customer service, Fitness and health, Communication skills",In-person,Evenings,Career growth,5,Rarely,No,No,No,8,15,Fewer complaints
30,Female,College,3,"Other, Uber Eats",45,2222,2,"Navigation issues, Low pay",Rarely,5,Route optimization,Audio,Mornings,"Peer competition, Better income",5,Often,No,No,Yes,8,9,Health & safety
23,Male,High School,0,"Uber Eats, Talabat",56,1996,1,"Fatigue, Customer complaints, Unsafe conditions",Never,1,"Safety practices, Fitness and health, Customer service, Communication skills",Interactive app,Flexible,"Career growth, Better income",2,Always,No,Yes,No,7,9,Social recognition
27,Female,High School,6,Zomato,58,2027,3,Low pay,Sometimes,2,"Safety practices, Customer service, Fitness and health",Interactive app,Mornings,"Skill-building, Career growth",2,Often,Yes,Yes,Yes,10,20,"Better income, Health & safety"
38,Female,High School,3,"Talabat, Deliveroo, Other",44,1009,2,"Customer complaints, Unsafe conditions",Rarely,2,"Communication skills, Safety practices",Reading materials,Weekends,"Certification, Peer competition, Career growth",4,Always,Yes,Yes,Maybe,4,28,"Social recognition, Fewer complaints"
25,Female,Graduate Degree,4,"Other, Talabat, Zomato",41,1825,1,Customer complaints,Often,3,"Safety practices, Communication skills, Fitness and health, Customer service",Reading materials,Flexible,Skill-building,3,Sometimes,No,Yes,Yes,4,9,Health & safety
37,Male,Graduate Degree,5,Talabat,44,2040,1,"Navigation issues, Low pay",Often,3,Customer service,Videos,Mornings,"Peer competition, Skill-building",2,Always,Yes,Yes,No,5,26,"Faster delivery, Fewer complaints"
21,Male,No schooling,1,Zomato,48,2164,2,"Low pay, Unsafe conditions",Sometimes,4,"Safety practices, Communication skills, Customer service, Fitness and health",Reading materials,Weekends,Peer competition,2,Always,No,Yes,Yes,7,13,Fewer complaints
34,Female,College,4,Deliveroo,54,1454,1,"Customer complaints, Low pay",Sometimes,4,Safety practices,Reading materials,Evenings,"Skill-building, Career growth",4,Often,No,Yes,Maybe,5,20,Health & safety
42,Male,High School,2,"Other, Zomato",45,1470,1,"Unsafe conditions, Low pay, Customer complaints",Sometimes,1,"Route optimization, Communication skills, Fitness and health",Videos,Flexible,"Career growth, Skill-building, Better income",2,Never,No,No,No,10,0,Faster delivery
10,Male,High School,5,Talabat,51,1513,1,"Unsafe conditions, Navigation issues, Customer complaints",Often,2,Customer service,Videos,Flexible,"Peer competition, Career growth",3,Often,Yes,No,Yes,6,0,Fewer complaints
24,Male,College,1,DoorDash,61,2068,1,"Fatigue, Customer complaints, Unsafe conditions",Sometimes,4,"Customer service, Route optimization, Fitness and health",Reading materials,Evenings,"Skill-building, Better income",2,Often,Yes,No,Maybe,5,23,"Social recognition, Health & safety"
35,Male,Graduate Degree,3,"Deliveroo, Talabat",49,2317,1,"Low pay, Fatigue",Rarely,2,Communication skills,Interactive app,Weekends,"Peer competition, Certification",3,Always,Yes,Yes,Yes,9,18,Fewer complaints
28,Female,Graduate Degree,2,"Uber Eats, Talabat, Zomato",48,1596,1,"Navigation issues, Customer complaints",Rarely,4,Customer service,Reading materials,Evenings,"Career growth, Certification, Peer competition",1,Always,No,Yes,No,7,19,"Health & safety, Fewer complaints"
33,Female,College,4,"Zomato, DoorDash, Other",30,2254,1,"Navigation issues, Customer complaints, Low pay",Sometimes,5,"Safety practices, Route optimization",Audio,Flexible,Career growth,1,Always,Yes,Yes,No,9,4,Faster delivery
25,Male,High School,4,Uber Eats,20,1862,2,Fatigue,Sometimes,3,Customer service,Audio,Mornings,"Certification, Skill-building, Peer competition",2,Always,Yes,No,Yes,7,11,Fewer complaints
31,Male,College,2,"Other, Uber Eats, DoorDash",49,1738,2,Navigation issues,Sometimes,4,"Route optimization, Fitness and health",Audio,Weekends,"Skill-building, Certification, Career growth",5,Often,Yes,Yes,Maybe,8,0,Faster delivery
29,Male,High School,2,"Zomato, DoorDash",44,1694,1,"Navigation issues, Unsafe conditions",Never,4,"Communication skills, Safety practices",In-person,Weekends,"Certification, Peer competition",4,Always,Yes,Yes,Yes,4,7,"Faster delivery, Health & safety"
39,Female,College,3,Uber Eats,40,2173,1,"Low pay, Unsafe conditions, Customer complaints",Often,1,Customer service,Audio,Weekends,"Certification, Better income",4,Always,Yes,Yes,Yes,7,15,"Better income, Fewer complaints"
32,Female,High School,1,Zomato,47,1963,2,"Fatigue, Customer complaints",Rarely,5,"Safety practices, Route optimization, Communication skills",Interactive app,Evenings,"Better income, Certification, Peer competition",2,Often,Yes,Yes,Maybe,5,18,"Faster delivery, Social recognition"
33,Male,College,5,DoorDash,44,2938,1,Navigation issues,Rarely,3,Fitness and health,In-person,Evenings,Peer competition,5,Often,No,Yes,No,10,8,"Better income, Social recognition"
27,Female,High School,2,"DoorDash, Uber Eats, Other",56,1374,1,"Fatigue, Unsafe conditions, Low pay",Sometimes,5,"Communication skills, Safety practices, Route optimization, Customer service",In-person,Mornings,"Career growth, Skill-building",4,Always,Yes,Yes,Yes,10,21,"Better income, Fewer complaints"
26,Female,High School,3,"Talabat, Other, Deliveroo",46,2059,1,"Fatigue, Customer complaints",Rarely,3,"Fitness and health, Route optimization, Safety practices, Customer service",Audio,Mornings,Peer competition,2,Sometimes,Yes,Yes,Yes,6,15,"Faster delivery, Health & safety"
27,Female,Graduate Degree,2,"Deliveroo, Other, Zomato",38,1535,3,Navigation issues,Sometimes,5,"Fitness and health, Communication skills",Reading materials,Weekends,"Peer competition, Skill-building, Better income",2,Rarely,No,Yes,No,7,13,"Social recognition, Faster delivery"
33,Female,High School,1,"Zomato, DoorDash, Talabat",55,1365,2,Customer complaints,Sometimes,5,"Fitness and health, Route optimization",Videos,Mornings,"Career growth, Certification",4,Always,No,Yes,Yes,7,16,"Fewer complaints, Better income"
27,Male,College,0,Talabat,43,1795,2,Unsafe conditions,Sometimes,1,"Fitness and health, Safety practices",Reading materials,Evenings,"Better income, Certification, Skill-building",5,Always,Yes,Yes,Maybe,10,36,"Health & safety, Fewer complaints"
32,Female,High School,1,"Other, Zomato",50,1869,2,Customer complaints,Sometimes,2,"Route optimization, Fitness and health",Reading materials,Mornings,"Better income, Peer competition",1,Sometimes,Yes,No,No,8,13,Social recognition
47,Male,No schooling,3,"Deliveroo, Uber Eats",40,3259,2,"Unsafe conditions, Fatigue",Rarely,5,"Route optimization, Customer service",In-person,Evenings,Skill-building,5,Often,No,Yes,Yes,6,25,"Fewer complaints, Faster delivery"
37,Female,No schooling,6,"Deliveroo, Uber Eats",39,1708,1,"Low pay, Unsafe conditions",Rarely,3,"Safety practices, Route optimization, Communication skills",In-person,Mornings,"Better income, Skill-building, Certification",3,Always,Yes,Yes,Yes,7,20,Fewer complaints
27,Female,High School,4,"Talabat, Other",46,1235,2,"Customer complaints, Unsafe conditions, Navigation issues",Often,3,"Safety practices, Fitness and health",In-person,Flexible,Skill-building,2,Always,Yes,Yes,Yes,4,13,Better income
40,Female,College,2,Uber Eats,45,1937,1,Unsafe conditions,Sometimes,1,"Safety practices, Route optimization, Customer service",Interactive app,Evenings,"Certification, Skill-building, Better income",2,Often,Yes,No,Yes,7,0,Fewer complaints
27,Female,High School,4,"Zomato, Uber Eats",50,763,2,Fatigue,Sometimes,2,"Communication skills, Customer service",Interactive app,Flexible,Peer competition,4,Always,Yes,Yes,No,5,9,"Fewer complaints, Faster delivery"
14,Male,Graduate Degree,2,"Uber Eats, Deliveroo, Talabat",42,1754,2,Customer complaints,Never,3,"Customer service, Safety practices, Route optimization, Communication skills",Videos,Evenings,"Peer competition, Better income, Skill-building",1,Always,Yes,Yes,Maybe,3,16,"Health & safety, Better income"
22,Male,College,2,"Deliveroo, Other",27,1808,2,"Unsafe conditions, Navigation issues, Customer complaints",Sometimes,1,Fitness and health,In-person,Mornings,Peer competition,1,Always,No,Yes,Yes,10,14,"Fewer complaints, Health & safety"
15,Prefer not to say,High School,1,"Uber Eats, Talabat, DoorDash",41,2197,1,"Customer complaints, Fatigue",Sometimes,3,"Customer service, Safety practices, Route optimization, Communication skills",Audio,Flexible,Peer competition,1,Often,No,Yes,Yes,7,28,Fewer complaints
27,Female,College,1,"Deliveroo, Talabat",53,2287,1,"Customer complaints, Navigation issues",Sometimes,4,Safety practices,In-person,Mornings,"Certification, Career growth, Better income",4,Sometimes,Yes,Yes,Yes,5,8,Fewer complaints
30,Male,College,2,"DoorDash, Uber Eats, Talabat",42,1548,2,"Customer complaints, Fatigue",Often,5,"Route optimization, Fitness and health",Interactive app,Evenings,"Career growth, Skill-building, Certification",5,Always,Yes,Yes,No,4,14,"Social recognition, Better income"
43,Male,College,3,Zomato,43,1725,2,Customer complaints,Rarely,2,Communication skills,In-person,Flexible,"Better income, Certification",4,Sometimes,No,No,No,7,20,Faster delivery
33,Male,High School,3,"Uber Eats, Deliveroo, DoorDash",55,1417,3,"Unsafe conditions, Navigation issues, Customer complaints",Rarely,5,"Fitness and health, Safety practices",Interactive app,Weekends,"Career growth, Better income, Certification",4,Always,Yes,No,No,7,12,"Better income, Social recognition"
28,Female,High School,2,DoorDash,38,1236,1,"Navigation issues, Fatigue, Low pay",Often,5,"Route optimization, Communication skills, Customer service, Safety practices",In-person,Mornings,Career growth,1,Sometimes,Yes,No,Yes,9,25,Faster delivery
37,Female,College,1,"Talabat, Other, DoorDash",30,1955,2,Unsafe conditions,Always,4,"Communication skills, Safety practices",Audio,Evenings,"Better income, Peer competition, Certification",4,Often,No,Yes,Maybe,5,4,Social recognition
12,Male,Graduate Degree,4,"Zomato, Other",43,1163,2,"Navigation issues, Unsafe conditions, Customer complaints",Rarely,2,"Route optimization, Customer service, Communication skills, Fitness and health",Videos,Flexible,Better income,3,Often,No,No,Yes,6,0,Faster delivery
32,Male,College,0,"Talabat, Zomato",40,1593,3,Fatigue,Sometimes,5,"Route optimization, Customer service",Audio,Mornings,"Better income, Certification",5,Sometimes,Yes,Yes,No,5,12,Fewer complaints
36,Female,High School,5,"Deliveroo, Uber Eats, Zomato",35,11319,2,"Unsafe conditions, Navigation issues, Customer complaints",Rarely,1,"Fitness and health, Customer service, Safety practices, Communication skills",Interactive app,Flexible,"Better income, Peer competition",1,Always,No,Yes,No,7,14,"Fewer complaints, Better income"
18,Female,College,1,Zomato,43,2075,2,Navigation issues,Never,3,"Communication skills, Fitness and health, Route optimization",Reading materials,Mornings,"Certification, Peer competition",5,Never,Yes,No,No,3,17,"Fewer complaints, Better income"
39,Male,High School,1,Deliveroo,50,2701,2,"Customer complaints, Unsafe conditions, Navigation issues",Sometimes,3,"Customer service, Route optimization",Audio,Mornings,Career growth,5,Always,Yes,Yes,Yes,5,16,"Health & safety, Better income"
33,Male,High School,0,"Talabat, Zomato, Deliveroo",45,1149,2,"Unsafe conditions, Navigation issues, Fatigue",Rarely,1,"Route optimization, Safety practices, Fitness and health",In-person,Mornings,"Skill-building, Certification, Peer competition",1,Always,Yes,Yes,No,8,11,"Health & safety, Faster delivery"
27,Male,High School,2,"Other, Deliveroo, DoorDash",48,873,3,Unsafe conditions,Often,3,Communication skills,Videos,Flexible,"Better income, Certification, Peer competition",4,Often,No,Yes,Yes,5,0,Faster delivery
35,Male,College,5,"Uber Eats, Deliveroo",63,1738,1,Low pay,Sometimes,4,"Safety practices, Communication skills, Fitness and health",In-person,Flexible,"Better income, Career growth, Peer competition",4,Always,No,Yes,No,9,14,"Faster delivery, Better income"
48,Male,High School,4,"DoorDash, Zomato, Deliveroo",42,1808,1,"Fatigue, Low pay",Rarely,1,"Fitness and health, Customer service, Safety practices",In-person,Mornings,"Career growth, Peer competition, Skill-building",1,Often,No,No,Yes,9,5,"Faster delivery, Social recognition"
31,Female,High School,5,"Other, Talabat, DoorDash",48,1909,3,"Low pay, Fatigue, Customer complaints",Never,4,"Fitness and health, Communication skills, Customer service, Safety practices",Audio,Weekends,"Peer competition, Career growth, Certification",3,Always,Yes,Yes,Yes,9,16,Social recognition
32,Female,College,4,"Other, Uber Eats, Zomato",40,1577,2,Navigation issues,Often,2,"Communication skills, Safety practices, Fitness and health",Videos,Weekends,"Skill-building, Peer competition",4,Always,Yes,Yes,Yes,7,4,Better income
26,Female,High School,1,"Talabat, Zomato, DoorDash",37,1700,2,"Navigation issues, Fatigue, Low pay",Rarely,3,"Route optimization, Communication skills, Fitness and health",Reading materials,Weekends,"Better income, Certification, Career growth",1,Often,Yes,Yes,Maybe,7,19,Health & safety
23,Female,High School,2,"Other, Deliveroo, Uber Eats",39,1984,1,"Navigation issues, Fatigue, Unsafe conditions",Sometimes,4,Customer service,In-person,Evenings,"Skill-building, Certification, Career growth",3,Often,Yes,No,Yes,8,32,Better income
37,Male,High School,1,"Other, Talabat, Zomato",40,2320,1,Navigation issues,Sometimes,3,"Route optimization, Customer service, Fitness and health, Safety practices",Videos,Weekends,"Better income, Certification, Career growth",4,Always,Yes,Yes,No,10,8,Faster delivery
23,Male,Graduate Degree,6,Zomato,49,822,2,"Low pay, Fatigue",Sometimes,2,"Customer service, Safety practices, Communication skills, Route optimization",Reading materials,Flexible,"Career growth, Better income",5,Always,No,Yes,No,9,2,Faster delivery
31,Male,College,1,"DoorDash, Other",68,1616,2,"Unsafe conditions, Customer complaints, Low pay",Sometimes,5,Customer service,In-person,Weekends,"Certification, Better income",4,Sometimes,No,No,Maybe,4,26,"Fewer complaints, Health & safety"
26,Male,High School,5,"Talabat, DoorDash",38,1907,1,"Navigation issues, Low pay, Fatigue",Never,3,Safety practices,Videos,Flexible,"Certification, Better income, Skill-building",4,Always,Yes,Yes,Yes,5,33,"Better income, Fewer complaints"
34,Female,College,5,DoorDash,41,1341,1,"Customer complaints, Navigation issues",Rarely,2,Fitness and health,Audio,Evenings,"Better income, Certification",1,Often,Yes,Yes,No,5,3,"Better income, Health & safety"
33,Prefer not to say,College,7,Uber Eats,44,2666,3,"Low pay, Unsafe conditions, Navigation issues",Rarely,1,"Customer service, Fitness and health, Communication skills, Route optimization",In-person,Flexible,Skill-building,1,Always,Yes,No,Yes,8,14,Better income
38,Male,High School,2,"Uber Eats, Deliveroo",49,1482,1,"Fatigue, Customer complaints",Sometimes,3,Route optimization,In-person,Flexible,Certification,2,Sometimes,No,Yes,Yes,6,20,Social recognition
26,Male,College,4,"Other, Deliveroo, Uber Eats",48,1779,3,Navigation issues,Sometimes,1,"Fitness and health, Communication skills, Safety practices, Route optimization",Videos,Flexible,"Certification, Skill-building, Better income",3,Always,No,No,Yes,7,12,Faster delivery
28,Female,College,8,"Zomato, Deliveroo, DoorDash",58,2078,1,"Unsafe conditions, Fatigue, Navigation issues",Rarely,2,"Route optimization, Fitness and health",In-person,Weekends,Skill-building,5,Sometimes,No,Yes,Yes,10,0,Social recognition
22,Male,College,2,"Talabat, DoorDash, Deliveroo",21,1504,2,Navigation issues,Never,1,"Communication skills, Route optimization, Fitness and health",Reading materials,Mornings,"Peer competition, Career growth, Certification",1,Always,Yes,No,Yes,9,1,"Better income, Fewer complaints"
26,Male,High School,0,Other,21,877,3,"Fatigue, Low pay",Sometimes,4,"Communication skills, Customer service, Safety practices",In-person,Flexible,"Peer competition, Certification, Skill-building",2,Always,Yes,No,Yes,10,2,Social recognition
33,Female,College,1,"DoorDash, Talabat, Uber Eats",40,1586,2,Fatigue,Sometimes,5,"Route optimization, Fitness and health, Communication skills",Interactive app,Weekends,Career growth,3,Always,No,Yes,Yes,6,5,"Social recognition, Faster delivery"
36,Female,College,4,"Zomato, DoorDash",56,2315,1,"Unsafe conditions, Low pay, Fatigue",Always,1,"Route optimization, Communication skills",Reading materials,Weekends,"Career growth, Skill-building, Certification",4,Always,No,Yes,Yes,1,16,"Faster delivery, Social recognition"
23,Male,High School,1,"Deliveroo, Zomato",29,1632,2,Customer complaints,Sometimes,4,"Route optimization, Fitness and health, Safety practices, Communication skills",Videos,Weekends,"Peer competition, Skill-building, Career growth",3,Always,Yes,No,Yes,6,26,Social recognition
37,Male,High School,2,"Talabat, DoorDash, Deliveroo",20,1377,1,"Unsafe conditions, Navigation issues",Sometimes,5,"Customer service, Communication skills",Reading materials,Mornings,"Career growth, Skill-building, Certification",2,Always,Yes,Yes,Yes,4,1,"Fewer complaints, Social recognition"
41,Female,No schooling,4,"Talabat, DoorDash",51,2263,1,Fatigue,Sometimes,2,"Route optimization, Communication skills",Interactive app,Mornings,"Certification, Better income",2,Always,Yes,Yes,Maybe,3,7,"Faster delivery, Social recognition"
33,Male,High School,3,"Other, Deliveroo",47,1635,3,"Navigation issues, Low pay, Fatigue",Always,2,Communication skills,Interactive app,Mornings,"Certification, Peer competition, Career growth",4,Always,No,Yes,Yes,9,4,"Fewer complaints, Faster delivery"
45,Male,College,4,"Talabat, Zomato",34,1545,2,"Fatigue, Low pay",Often,3,"Customer service, Communication skills, Fitness and health",In-person,Mornings,"Career growth, Skill-building, Better income",2,Always,No,No,Yes,5,18,"Fewer complaints, Health & safety"
24,Female,No schooling,3,"Deliveroo, Other",35,1875,2,Navigation issues,Sometimes,4,"Communication skills, Route optimization, Fitness and health",In-person,Evenings,"Skill-building, Peer competition, Certification",3,Always,No,No,Yes,5,7,Fewer complaints
20,Male,High School,6,"DoorDash, Other",35,2185,1,"Low pay, Navigation issues, Fatigue",Rarely,5,"Customer service, Safety practices, Route optimization",Audio,Mornings,"Certification, Better income, Peer competition",1,Often,Yes,Yes,Yes,6,5,"Better income, Health & safety"
16,Female,College,1,"DoorDash, Zomato, Uber Eats",46,2991,1,"Unsafe conditions, Navigation issues, Low pay",Rarely,3,"Route optimization, Fitness and health, Communication skills, Safety practices",Reading materials,Mornings,Career growth,3,Always,Yes,Yes,Yes,10,0,"Faster delivery, Social recognition"
42,Male,High School,2,"Talabat, Zomato, Uber Eats",39,2214,1,"Navigation issues, Fatigue, Low pay",Sometimes,3,"Route optimization, Safety practices, Communication skills",Audio,Mornings,Better income,1,Sometimes,Yes,No,Yes,7,29,Better income
35,Non-binary,Graduate Degree,1,"Deliveroo, Uber Eats, Zomato",50,2380,2,"Low pay, Fatigue, Customer complaints",Often,2,"Customer service, Route optimization, Fitness and health",Interactive app,Flexible,"Better income, Certification, Skill-building",4,Always,No,No,Maybe,9,37,"Better income, Faster delivery"
30,Male,High School,5,DoorDash,20,1547,2,"Unsafe conditions, Customer complaints, Low pay",Sometimes,1,"Route optimization, Fitness and health",In-person,Flexible,"Skill-building, Career growth",4,Always,Yes,Yes,No,6,16,Social recognition
32,Male,High School,5,"Talabat, Deliveroo",36,1287,2,"Fatigue, Unsafe conditions",Never,5,"Customer service, Safety practices, Communication skills, Route optimization",In-person,Mornings,"Career growth, Better income, Certification",2,Always,No,No,No,4,30,"Faster delivery, Fewer complaints"
21,Male,High School,4,Talabat,34,1831,3,"Navigation issues, Unsafe conditions, Fatigue",Often,2,"Communication skills, Fitness and health, Route optimization, Safety practices",In-person,Evenings,"Certification, Peer competition, Better income",3,Sometimes,Yes,No,Maybe,5,9,"Health & safety, Better income"
50,Male,High School,5,DoorDash,42,1854,1,"Fatigue, Customer complaints",Often,2,"Safety practices, Route optimization",Videos,Flexible,Peer competition,3,Often,No,Yes,Maybe,7,15,Social recognition
31,Female,No schooling,1,"Zomato, Uber Eats",40,1261,1,"Low pay, Unsafe conditions, Navigation issues",Rarely,1,"Communication skills, Customer service",Interactive app,Weekends,"Better income, Peer competition",3,Always,No,No,No,7,22,"Faster delivery, Better income"
31,Prefer not to say,College,6,"Uber Eats, Talabat",53,1712,1,"Customer complaints, Fatigue",Sometimes,4,"Fitness and health, Route optimization, Customer service",In-person,Flexible,"Better income, Certification, Career growth",4,Often,Yes,Yes,No,8,7,"Better income, Faster delivery"
36,Male,Graduate Degree,6,"Zomato, DoorDash, Talabat",26,2000,1,"Unsafe conditions, Fatigue, Low pay",Sometimes,4,Route optimization,Interactive app,Weekends,"Better income, Career growth, Certification",3,Often,No,Yes,Yes,8,13,Fewer complaints
34,Male,High School,4,Zomato,45,1980,1,"Navigation issues, Customer complaints, Low pay",Often,5,"Safety practices, Route optimization, Fitness and health, Communication skills",In-person,Flexible,Certification,4,Always,Yes,Yes,Yes,9,12,Health & safety
32,Female,College,7,Uber Eats,51,2052,3,"Navigation issues, Unsafe conditions",Often,1,"Communication skills, Route optimization, Customer service",Reading materials,Mornings,"Career growth, Peer competition",3,Always,Yes,No,Yes,5,19,"Fewer complaints, Health & safety"
24,Female,College,0,"Uber Eats, Zomato",64,1945,1,Unsafe conditions,Sometimes,1,"Fitness and health, Route optimization",Interactive app,Flexible,Skill-building,5,Sometimes,Yes,No,Yes,10,16,"Social recognition, Faster delivery"
34,Male,College,2,DoorDash,40,1546,3,"Unsafe conditions, Customer complaints",Sometimes,3,"Customer service, Communication skills, Route optimization",Audio,Mornings,"Certification, Skill-building",3,Always,No,Yes,Maybe,10,8,"Health & safety, Fewer complaints"
45,Male,High School,2,Zomato,48,1543,1,"Low pay, Navigation issues",Often,1,"Route optimization, Safety practices, Fitness and health, Customer service",Videos,Mornings,Career growth,5,Rarely,No,Yes,Yes,6,12,Better income
41,Male,High School,4,"Other, DoorDash",27,1201,3,"Fatigue, Navigation issues, Customer complaints",Sometimes,5,Route optimization,Audio,Flexible,"Career growth, Certification, Skill-building",1,Always,Yes,Yes,No,5,26,Better income
43,Female,High School,1,"Talabat, Other, Uber Eats",21,2692,2,Low pay,Sometimes,1,Safety practices,Interactive app,Weekends,Better income,2,Sometimes,No,No,Yes,3,20,Social recognition
26,Male,College,5,Uber Eats,53,1807,3,Unsafe conditions,Often,3,"Route optimization, Communication skills, Customer service",In-person,Weekends,"Better income, Peer competition, Certification",2,Always,No,No,Yes,7,20,Better income
22,Female,College,6,"DoorDash, Other",45,1688,1,"Low pay, Unsafe conditions, Customer complaints",Rarely,4,"Route optimization, Fitness and health, Safety practices, Communication skills",Interactive app,Flexible,Career growth,5,Sometimes,No,Yes,Yes,8,38,"Better income, Fewer complaints"
29,Male,High School,4,"Other, Deliveroo, Talabat",57,1336,2,"Fatigue, Customer complaints, Low pay",Sometimes,1,Route optimization,Videos,Mornings,Skill-building,3,Always,Yes,Yes,Yes,6,4,"Health & safety, Faster delivery"
30,Female,High School,4,Zomato,31,3268,3,Unsafe conditions,Often,1,Customer service,Interactive app,Weekends,"Peer competition, Better income",1,Rarely,Yes,Yes,Yes,8,22,Better income
39,Male,Graduate Degree,1,Zomato,50,1263,1,"Customer complaints, Low pay, Navigation issues",Often,5,Fitness and health,In-person,Evenings,"Career growth, Certification",2,Always,No,Yes,Yes,4,16,"Faster delivery, Social recognition"
16,Male,College,1,Uber Eats,64,1586,1,"Fatigue, Low pay, Unsafe conditions",Sometimes,3,"Safety practices, Route optimization, Fitness and health, Communication skills",Audio,Mornings,Career growth,3,Often,Yes,Yes,Yes,9,18,"Fewer complaints, Better income"
